customer_id,month,avg_monthly_inflow,avg_monthly_outflow,net_cash_flow,cash_flow_consistency_score,balance_volatility,spending_shock_flag,overdraft_flag
C00365,7,65164,33979,31185,93,0.45,0,0
C00365,8,63241,39793,23448,96,0.25,0,0
C00365,9,65175,28600,36575,100,0.4,0,0
C00365,10,69213,29101,40112,100,0.42,0,0
C00365,11,68949,40686,28263,96,0.28,0,0
C00365,12,66219,39077,27142,100,0.22,0,0
C00366,1,21783,14098,7685,53,0.53,0,0
C00366,2,19406,14907,4499,53,0.5,0,0
C00366,3,14297,16448,-2151,49,0.87,0,1
C00366,4,20917,15848,5069,48,0.83,0,0
C00366,5,23139,36773,-13634,27,0.83,1,1
C00366,6,20399,13212,7187,55,0.49,0,0
C00366,7,17497,16354,1143,47,0.72,0,0
C00366,8,24439,15706,8733,46,0.49,0,0
C00366,9,17930,15947,1983,53,0.46,0,0
C00366,10,12393,18817,-6424,55,0.8,0,1
C00366,11,25423,18132,7291,47,0.41,0,0
C00366,12,19234,35407,-16173,18,0.55,1,1
C00367,1,144599,85326,59273,84,0.31,0,0
C00367,2,137806,81448,56358,78,0.38,0,0
C00367,3,146661,93178,53483,83,0.37,0,0
C00367,4,137136,109195,27941,82,0.26,0,0
C00367,5,137365,78164,59201,80,0.47,0,0
C00367,6,144521,116134,28387,79,0.48,0,0
C00367,7,139803,105876,33927,81,0.44,0,0
C00367,8,143926,115579,28347,83,0.36,0,0
C00367,9,135557,96081,39476,80,0.48,0,0
C00367,10,145475,106631,38844,81,0.47,0,0
C00367,11,143064,95507,47557,83,0.38,0,0
C00367,12,142138,93668,48470,76,0.45,0,0
C00368,1,90384,96527,-6143,53,0.29,1,1
C00368,2,86616,46838,39778,75,0.33,0,0
C00368,3,85602,46125,39477,79,0.36,0,0
C00368,4,89754,49722,40032,80,0.37,0,0
C00368,5,84141,57420,26721,77,0.46,0,0
C00368,6,86853,66073,20780,71,0.34,0,0
C00368,7,86530,65491,21039,79,0.2,0,0
C00368,8,89208,63241,25967,73,0.31,0,0
C00368,9,89914,53370,36544,75,0.26,0,0
C00368,10,86405,106461,-20056,51,0.28,1,1
C00368,11,89505,60081,29424,73,0.34,0,0
C00368,12,84917,61557,23360,80,0.25,0,0
C00369,1,96742,72446,24296,84,0.37,0,0
C00369,2,102285,78644,23641,87,0.24,0,0
C00369,3,94164,82486,11678,82,0.39,0,0
C00369,4,95803,74987,20816,88,0.48,0,0
C00369,5,103035,63069,39966,91,0.3,0,0
C00369,6,101571,85480,16091,86,0.36,0,0
C00369,7,94473,66796,27677,90,0.36,0,0
C00369,8,101998,77778,24220,88,0.38,0,0
C00369,9,97528,90357,7171,88,0.29,0,0
C00369,10,95960,75110,20850,87,0.31,0,0
C00369,11,97162,75579,21583,82,0.5,0,0
C00369,12,103786,71809,31977,86,0.26,0,0
C00370,1,6260,5414,846,47,0.76,0,0
C00370,2,3358,5936,-2578,50,0.53,0,1
C00370,3,6549,6555,-6,48,0.61,0,1
C00370,4,6264,7102,-838,45,0.48,0,1
C00370,5,2266,5376,-3110,51,0.7,0,1
C00370,6,2165,7350,-5185,49,0.56,0,1
C00370,7,6491,6128,363,46,0.72,0,0
C00370,8,2932,5486,-2554,42,0.54,0,1
C00370,9,3815,7148,-3333,52,0.64,0,1
C00370,10,3041,6877,-3836,43,0.83,0,1
C00370,11,4457,5274,-817,47,0.74,0,1
C00370,12,4597,6092,-1495,42,0.63,0,1
C00371,1,130698,87991,42707,84,0.32,0,0
C00371,2,123243,93159,30084,82,0.37,0,0
C00371,3,123384,101686,21698,87,0.46,0,0
C00371,4,121693,70655,51038,83,0.27,0,0
C00371,5,129271,81035,48236,82,0.47,0,0
C00371,6,129455,80425,49030,83,0.42,0,0
C00371,7,121629,73425,48204,80,0.29,0,0
C00371,8,122375,94129,28246,80,0.49,0,0
C00371,9,128575,73919,54656,85,0.45,0,0
C00371,10,122611,102707,19904,84,0.4,0,0
C00371,11,121184,77113,44071,79,0.49,0,0
C00371,12,130032,186943,-56911,69,0.43,1,1
C00372,1,38833,19782,19051,75,0.39,0,0
C00372,2,41249,25350,15899,78,0.48,0,0
C00372,3,41693,19510,22183,72,0.23,0,0
C00372,4,39524,20536,18988,79,0.35,0,0
C00372,5,41168,21357,19811,71,0.38,0,0
C00372,6,39549,17936,21613,79,0.34,0,0
C00372,7,42430,22020,20410,75,0.48,0,0
C00372,8,39995,18634,21361,74,0.21,0,0
C00372,9,41490,23145,18345,73,0.42,0,0
C00372,10,39766,23927,15839,75,0.21,0,0
C00372,11,40089,23063,17026,77,0.36,0,0
C00372,12,41809,22856,18953,71,0.22,0,0
C00373,1,61735,55612,6123,82,0.29,0,0
C00373,2,62093,55992,6101,88,0.27,0,0
C00373,3,66104,42825,23279,90,0.33,0,0
C00373,4,60466,53733,6733,84,0.47,0,0
C00373,5,64535,52433,12102,85,0.21,0,0
C00373,6,60574,46094,14480,87,0.29,0,0
C00373,7,62545,52052,10493,81,0.25,0,0
C00373,8,60398,52357,8041,82,0.23,0,0
C00373,9,65296,38856,26440,83,0.38,0,0
C00373,10,60324,78363,-18039,72,0.31,1,1
C00373,11,64607,49855,14752,90,0.3,0,0
C00373,12,60819,53962,6857,87,0.4,0,0
C00374,1,55969,27470,28499,100,0.4,0,0
C00374,2,60265,23035,37230,100,0.2,0,0
C00374,3,61509,22809,38700,100,0.22,0,0
C00374,4,58532,25056,33476,100,0.44,0,0
C00374,5,56109,33419,22690,70,0.36,1,0
C00374,6,57574,21307,36267,98,0.38,0,0
C00374,7,59140,29307,29833,95,0.27,0,0
C00374,8,57820,27746,30074,98,0.28,0,0
C00374,9,56183,22672,33511,99,0.33,0,0
C00374,10,60670,64164,-3494,67,0.48,1,1
C00374,11,57086,23620,33466,100,0.44,0,0
C00374,12,56546,25574,30972,93,0.39,0,0
C00375,1,114331,56783,57548,100,0.22,0,0
C00375,2,110401,71345,39056,95,0.47,0,0
C00375,3,111900,50505,61395,97,0.49,0,0
C00375,4,111962,66978,44984,100,0.34,0,0
C00375,5,111788,55661,56127,100,0.42,0,0
C00375,6,110281,53871,56410,100,0.47,0,0
C00375,7,114978,49036,65942,100,0.32,0,0
C00375,8,113191,59151,54040,100,0.28,0,0
C00375,9,109958,55876,54082,98,0.25,0,0
C00375,10,104873,54638,50235,95,0.37,0,0
C00375,11,110922,67812,43110,98,0.37,0,0
C00375,12,114493,65619,48874,97,0.26,0,0
C00376,1,114862,41683,73179,87,0.46,0,0
C00376,2,113699,51674,62025,93,0.47,0,0
C00376,3,108363,108284,79,74,0.38,1,0
C00376,4,112525,41870,70655,87,0.31,0,0
C00376,5,117820,46935,70885,95,0.42,0,0
C00376,6,109681,46625,63056,94,0.27,0,0
C00376,7,110837,55203,55634,93,0.45,0,0
C00376,8,117398,42196,75202,90,0.28,0,0
C00376,9,112226,49743,62483,94,0.22,0,0
C00376,10,111830,43745,68085,90,0.44,0,0
C00376,11,115718,39642,76076,87,0.32,0,0
C00376,12,114630,45908,68722,93,0.33,0,0
C00377,1,55746,21377,34369,85,0.35,0,0
C00377,2,53357,25458,27899,80,0.43,0,0
C00377,3,54624,24822,29802,82,0.22,0,0
C00377,4,56294,18418,37876,78,0.49,0,0
C00377,5,56762,24874,31888,86,0.27,0,0
C00377,6,55307,18374,36933,83,0.23,0,0
C00377,7,57272,18532,38740,79,0.21,0,0
C00377,8,56458,19637,36821,83,0.43,0,0
C00377,9,53627,20330,33297,83,0.21,0,0
C00377,10,55941,26644,29297,83,0.29,0,0
C00377,11,57492,24722,32770,87,0.34,0,0
C00377,12,54322,21274,33048,84,0.27,0,0
C00378,1,111088,65725,45363,96,0.23,0,0
C00378,2,112249,72028,40221,86,0.2,0,0
C00378,3,107351,58491,48860,89,0.21,0,0
C00378,4,114636,71263,43373,94,0.27,0,0
C00378,5,112563,74294,38269,94,0.49,0,0
C00378,6,107505,71937,35568,94,0.22,0,0
C00378,7,116758,84000,32758,95,0.49,0,0
C00378,8,106985,77394,29591,94,0.31,0,0
C00378,9,108614,71658,36956,90,0.25,0,0
C00378,10,107644,63826,43818,92,0.47,0,0
C00378,11,106517,69580,36937,86,0.31,0,0
C00378,12,109192,74915,34277,88,0.34,0,0
C00379,1,60393,24839,35554,87,0.34,0,0
C00379,2,59682,34231,25451,91,0.2,0,0
C00379,3,61887,30671,31216,94,0.4,0,0
C00379,4,62867,32274,30593,86,0.21,0,0
C00379,5,59922,34094,25828,86,0.24,0,0
C00379,6,58611,25699,32912,90,0.44,0,0
C00379,7,59426,31732,27694,94,0.31,0,0
C00379,8,59534,27490,32044,92,0.22,0,0
C00379,9,60964,23629,37335,95,0.37,0,0
C00379,10,58773,24299,34474,90,0.4,0,0
C00379,11,59332,34258,25074,91,0.27,0,0
C00379,12,60961,28018,32943,90,0.39,0,0
C00380,1,6493,9038,-2545,43,0.48,0,1
C00380,2,3504,9691,-6187,44,0.81,0,1
C00380,3,5461,10125,-4664,45,0.87,0,1
C00380,4,4305,7645,-3340,49,0.44,0,1
C00380,5,4872,10469,-5597,51,0.58,0,1
C00380,6,4794,17836,-13042,16,0.47,1,1
C00380,7,2859,7194,-4335,51,0.43,0,1
C00380,8,7194,7732,-538,43,0.82,0,1
C00380,9,8760,21219,-12459,34,0.72,1,1
C00380,10,4094,8957,-4863,43,0.49,0,1
C00380,11,7457,8465,-1008,44,0.46,0,1
C00380,12,4679,7549,-2870,45,0.45,0,1
C00381,1,11098,10220,878,38,0.61,0,0
C00381,2,8557,11522,-2965,36,0.5,0,1
C00381,3,13925,11545,2380,35,0.43,0,0
C00381,4,13964,10689,3275,43,0.43,0,0
C00381,5,10055,9698,357,37,0.63,0,0
C00381,6,11889,10339,1550,38,0.58,0,0
C00381,7,14147,13128,1019,38,0.7,0,0
C00381,8,8631,13040,-4409,38,0.78,0,1
C00381,9,12766,12329,437,45,0.46,0,0
C00381,10,13294,10721,2573,38,0.9,0,0
C00381,11,8393,12015,-3622,40,0.52,0,1
C00381,12,11899,25294,-13395,27,0.51,1,1
C00382,1,10391,10825,-434,81,0.71,0,1
C00382,2,10444,10906,-462,78,0.54,0,1
C00382,3,12772,23686,-10914,50,0.73,1,1
C00382,4,10969,13182,-2213,75,0.88,0,1
C00382,5,10521,15653,-5132,73,0.75,0,1
C00382,6,12414,12186,228,74,0.52,0,0
C00382,7,11824,12056,-232,83,0.75,0,1
C00382,8,13659,11774,1885,79,0.51,0,0
C00382,9,12498,12053,445,83,0.56,0,0
C00382,10,12624,15245,-2621,73,0.79,0,1
C00382,11,10385,12568,-2183,83,0.8,0,1
C00382,12,11596,23510,-11914,66,0.75,1,1
C00383,1,91043,37092,53951,93,0.38,0,0
C00383,2,91715,41279,50436,95,0.23,0,0
C00383,3,90534,37632,52902,100,0.36,0,0
C00383,4,94998,47043,47955,100,0.25,0,0
C00383,5,95512,35886,59626,96,0.28,0,0
C00383,6,91422,34037,57385,98,0.23,0,0
C00383,7,92269,43101,49168,91,0.45,0,0
C00383,8,92679,32714,59965,95,0.37,0,0
C00383,9,91925,46325,45600,94,0.46,0,0
C00383,10,93374,34574,58800,93,0.33,0,0
C00383,11,97951,47068,50883,92,0.21,0,0
C00383,12,95467,45766,49701,91,0.45,0,0
C00384,1,16914,16714,200,55,0.45,0,0
C00384,2,28016,27608,408,33,0.63,1,0
C00384,3,27723,18800,8923,52,0.48,0,0
C00384,4,27576,16855,10721,46,0.6,0,0
C00384,5,27731,17856,9875,48,0.57,0,0
C00384,6,21955,15060,6895,49,0.46,0,0
C00384,7,22178,30131,-7953,28,0.48,1,1
C00384,8,28880,14467,14413,52,0.47,0,0
C00384,9,21307,18407,2900,46,0.5,0,0
C00384,10,17300,14219,3081,48,0.59,0,0
C00384,11,24446,17038,7408,54,0.83,0,0
C00384,12,26669,19104,7565,54,0.79,0,0
C00385,1,248640,145807,102833,68,0.47,0,0
C00385,2,154891,157260,-2369,62,0.41,0,1
C00385,3,178017,142741,35276,67,0.5,0,0
C00385,4,270613,159851,110762,69,0.28,0,0
C00385,5,194745,128675,66070,63,0.46,0,0
C00385,6,213111,124332,88779,71,0.4,0,0
C00385,7,156881,161589,-4708,68,0.41,0,1
C00385,8,216559,173793,42766,68,0.3,0,0
C00385,9,153597,142479,11118,62,0.23,0,0
C00385,10,209138,161300,47838,70,0.31,0,0
C00385,11,180171,142541,37630,62,0.37,0,0
C00385,12,214006,165960,48046,71,0.2,0,0
C00386,1,89145,53924,35221,90,0.29,0,0
C00386,2,116589,54106,62483,84,0.35,0,0
C00386,3,116676,64049,52627,90,0.32,0,0
C00386,4,138873,68962,69911,84,0.46,0,0
C00386,5,137580,57670,79910,86,0.27,0,0
C00386,6,95845,71959,23886,86,0.22,0,0
C00386,7,97148,66257,30891,84,0.36,0,0
C00386,8,136045,56629,79416,86,0.32,0,0
C00386,9,132511,51942,80569,90,0.35,0,0
C00386,10,127800,57688,70112,83,0.46,0,0
C00386,11,113466,67864,45602,87,0.31,0,0
C00386,12,130067,59717,70350,81,0.34,0,0
C00387,1,129462,71681,57781,85,0.2,0,0
C00387,2,136585,86552,50033,78,0.49,0,0
C00387,3,132872,89548,43324,81,0.36,0,0
C00387,4,125174,71470,53704,77,0.26,0,0
C00387,5,123637,73506,50131,82,0.25,0,0
C00387,6,129688,66889,62799,76,0.23,0,0
C00387,7,135457,94587,40870,75,0.34,0,0
C00387,8,133761,68615,65146,83,0.22,0,0
C00387,9,131095,86566,44529,76,0.22,0,0
C00387,10,130869,81766,49103,78,0.21,0,0
C00387,11,130385,75945,54440,81,0.34,0,0
C00387,12,130074,90759,39315,75,0.25,0,0
C00388,1,78765,55632,23133,86,0.43,0,0
C00388,2,76844,47281,29563,86,0.25,0,0
C00388,3,78057,54312,23745,91,0.44,0,0
C00388,4,73303,50238,23065,88,0.49,0,0
C00388,5,74045,50749,23296,91,0.43,0,0
C00388,6,75468,54218,21250,93,0.28,0,0
C00388,7,74238,50611,23627,93,0.47,0,0
C00388,8,79223,45942,33281,91,0.26,0,0
C00388,9,76754,61895,14859,95,0.42,0,0
C00388,10,77109,48974,28135,88,0.45,0,0
C00388,11,74850,58289,16561,86,0.45,0,0
C00388,12,78229,57542,20687,86,0.36,0,0
C00389,1,4593,9691,-5098,53,0.66,0,1
C00389,2,6519,9277,-2758,50,0.87,0,1
C00389,3,7741,11335,-3594,56,0.77,0,1
C00389,4,3913,14635,-10722,43,0.48,1,1
C00389,5,8086,10805,-2719,49,0.83,0,1
C00389,6,6394,8504,-2110,52,0.41,0,1
C00389,7,7435,10833,-3398,48,0.44,0,1
C00389,8,9172,10755,-1583,53,0.53,0,1
C00389,9,10396,9859,537,46,0.82,0,0
C00389,10,6224,11321,-5097,48,0.49,0,1
C00389,11,5170,11468,-6298,56,0.68,0,1
C00389,12,9777,8598,1179,46,0.82,0,0
C00390,1,115380,73802,41578,90,0.42,0,0
C00390,2,111724,217596,-105872,65,0.35,1,1
C00390,3,114436,91807,22629,84,0.26,0,0
C00390,4,113160,72783,40377,92,0.49,0,0
C00390,5,120181,76596,43585,94,0.41,0,0
C00390,6,110802,77852,32950,87,0.46,0,0
C00390,7,120267,93001,27266,85,0.49,0,0
C00390,8,118126,100856,17270,88,0.36,0,0
C00390,9,118858,196560,-77702,63,0.24,1,1
C00390,10,119403,105954,13449,86,0.43,0,0
C00390,11,117120,82858,34262,84,0.28,0,0
C00390,12,111596,77007,34589,90,0.29,0,0
C00391,1,31753,20207,11546,86,0.21,0,0
C00391,2,32713,16853,15860,89,0.42,0,0
C00391,3,31524,18388,13136,88,0.23,0,0
C00391,4,33062,29368,3694,77,0.35,1,0
C00391,5,30576,15837,14739,85,0.29,0,0
C00391,6,31196,20613,10583,85,0.37,0,0
C00391,7,32577,17813,14764,93,0.37,0,0
C00391,8,32868,17279,15589,85,0.45,0,0
C00391,9,32971,15672,17299,87,0.21,0,0
C00391,10,32738,20691,12047,95,0.38,0,0
C00391,11,31852,15918,15934,95,0.45,0,0
C00391,12,33315,18090,15225,90,0.4,0,0
C00392,1,145599,88510,57089,80,0.33,0,0
C00392,2,138489,90248,48241,81,0.46,0,0
C00392,3,138878,98952,39926,75,0.44,0,0
C00392,4,144017,81171,62846,77,0.47,0,0
C00392,5,146879,79163,67716,77,0.4,0,0
C00392,6,145752,96473,49279,73,0.27,0,0
C00392,7,135236,98700,36536,80,0.38,0,0
C00392,8,144599,93758,50841,77,0.29,0,0
C00392,9,141413,87032,54381,73,0.37,0,0
C00392,10,147519,100249,47270,75,0.29,0,0
C00392,11,136136,110658,25478,77,0.28,0,0
C00392,12,138107,97117,40990,72,0.39,0,0
C00393,1,123193,72876,50317,56,0.34,0,0
C00393,2,83169,57684,25485,56,0.34,0,0
C00393,3,135701,73334,62367,60,0.42,0,0
C00393,4,134907,107207,27700,23,0.35,1,0
C00393,5,138258,58727,79531,53,0.2,0,0
C00393,6,126911,63379,63532,52,0.32,0,0
C00393,7,103435,60941,42494,54,0.22,0,0
C00393,8,88120,51459,36661,54,0.49,0,0
C00393,9,82743,68897,13846,59,0.35,0,0
C00393,10,107164,55249,51915,52,0.42,0,0
C00393,11,129731,76496,53235,51,0.42,0,0
C00393,12,95947,69359,26588,60,0.38,0,0
C00394,1,104489,48646,55843,94,0.36,0,0
C00394,2,111010,69475,41535,99,0.48,0,0
C00394,3,102869,49076,53793,94,0.21,0,0
C00394,4,111374,68983,42391,100,0.45,0,0
C00394,5,106269,55277,50992,99,0.32,0,0
C00394,6,105039,50790,54249,96,0.36,0,0
C00394,7,108124,119212,-11088,72,0.21,1,1
C00394,8,108828,64774,44054,100,0.25,0,0
C00394,9,108268,48587,59681,96,0.35,0,0
C00394,10,113130,57400,55730,100,0.34,0,0
C00394,11,108042,55010,53032,99,0.37,0,0
C00394,12,104725,60301,44424,100,0.4,0,0
C00395,1,32460,25322,7138,81,0.46,0,0
C00395,2,26673,23870,2803,77,0.7,0,0
C00395,3,18512,28278,-9766,78,0.66,0,1
C00395,4,26743,29905,-3162,72,0.77,0,1
C00395,5,29856,25282,4574,79,0.84,0,0
C00395,6,26348,26556,-208,74,0.71,0,1
C00395,7,22694,28742,-6048,74,0.89,0,1
C00395,8,34540,57920,-23380,64,0.74,1,1
C00395,9,32177,23669,8508,82,0.8,0,0
C00395,10,24299,30388,-6089,74,0.46,0,1
C00395,11,24253,50398,-26145,58,0.53,1,1
C00395,12,23558,29510,-5952,77,0.51,0,1
C00396,1,125258,99580,25678,77,0.37,0,0
C00396,2,129741,88677,41064,73,0.42,0,0
C00396,3,149621,174343,-24722,56,0.32,1,1
C00396,4,116356,77486,38870,74,0.42,0,0
C00396,5,107183,200117,-92934,53,0.33,1,1
C00396,6,109579,78882,30697,73,0.24,0,0
C00396,7,87006,106497,-19491,72,0.32,0,1
C00396,8,84395,99587,-15192,75,0.24,0,1
C00396,9,122467,84842,37625,70,0.38,0,0
C00396,10,120563,99761,20802,72,0.23,0,0
C00396,11,115322,168121,-52799,60,0.27,1,1
C00396,12,130450,87029,43421,78,0.32,0,0
C00397,1,22154,16867,5287,42,0.46,0,0
C00397,2,21071,18433,2638,36,0.82,0,0
C00397,3,12159,15576,-3417,40,0.84,0,1
C00397,4,10340,14310,-3970,41,0.76,0,1
C00397,5,10333,17547,-7214,37,0.9,0,1
C00397,6,14505,16408,-1903,40,0.78,0,1
C00397,7,14397,34456,-20059,22,0.7,1,1
C00397,8,14249,14106,143,45,0.7,0,0
C00397,9,20889,16225,4664,37,0.7,0,0
C00397,10,12216,18548,-6332,40,0.82,0,1
C00397,11,19780,18834,946,42,0.71,0,0
C00397,12,14837,18841,-4004,42,0.75,0,1
C00398,1,145147,54864,90283,83,0.2,0,0
C00398,2,150596,65710,84886,83,0.11,0,0
C00398,3,144247,65242,79005,82,0.15,0,0
C00398,4,145066,70500,74566,80,0.09,0,0
C00398,5,138442,65509,72933,78,0.1,0,0
C00398,6,140763,57626,83137,73,0.11,0,0
C00398,7,140232,62498,77734,76,0.17,0,0
C00398,8,142980,50830,92150,75,0.07,0,0
C00398,9,151068,59570,91498,78,0.19,0,0
C00398,10,150750,58400,92350,81,0.15,0,0
C00398,11,149174,53411,95763,80,0.12,0,0
C00398,12,140679,56284,84395,81,0.12,0,0
C00399,1,6955,4870,2085,67,0.45,0,0
C00399,2,4606,4527,79,69,0.84,0,0
C00399,3,4868,9213,-4345,34,0.58,1,1
C00399,4,8124,6108,2016,69,0.68,0,0
C00399,5,6028,4863,1165,65,0.43,0,0
C00399,6,4408,13813,-9405,44,0.63,1,1
C00399,7,5529,4916,613,62,0.86,0,0
C00399,8,6876,11952,-5076,38,0.56,1,1
C00399,9,6271,13644,-7373,39,0.77,1,1
C00399,10,4252,6462,-2210,62,0.59,0,1
C00399,11,6836,5372,1464,64,0.76,0,0
C00399,12,4239,4919,-680,62,0.84,0,1
C00400,1,31497,31272,225,65,0.55,0,0
C00400,2,26144,45873,-19729,56,0.86,1,1
C00400,3,45136,44277,859,46,0.64,1,0
C00400,4,42561,27067,15494,68,0.87,0,0
C00400,5,30740,24780,5960,69,0.44,0,0
C00400,6,33387,27437,5950,68,0.46,0,0
C00400,7,31897,33515,-1618,63,0.45,0,1
C00400,8,28205,31241,-3036,60,0.8,0,1
C00400,9,35714,28009,7705,63,0.47,0,0
C00400,10,35150,24388,10762,67,0.75,0,0
C00400,11,30808,25322,5486,60,0.77,0,0
C00400,12,25996,32707,-6711,62,0.58,0,1
C00401,1,145185,85816,59369,93,0.06,0,0
C00401,2,142794,97871,44923,87,0.16,0,0
C00401,3,146048,69596,76452,92,0.08,0,0
C00401,4,147533,91479,56054,89,0.07,0,0
C00401,5,144944,74957,69987,86,0.1,0,0
C00401,6,146784,77987,68797,83,0.1,0,0
C00401,7,135940,93770,42170,85,0.17,0,0
C00401,8,149988,71429,78559,88,0.11,0,0
C00401,9,136093,76811,59282,84,0.05,0,0
C00401,10,142353,81793,60560,86,0.19,0,0
C00401,11,143972,75059,68913,86,0.05,0,0
C00401,12,140309,80785,59524,85,0.06,0,0
C00402,1,16168,11548,4620,69,0.82,0,0
C00402,2,11198,11289,-91,76,0.42,0,1
C00402,3,17033,8467,8566,70,0.55,0,0
C00402,4,11718,10234,1484,72,0.82,0,0
C00402,5,18819,11197,7622,67,0.54,0,0
C00402,6,11116,11923,-807,69,0.55,0,1
C00402,7,12924,9988,2936,74,0.84,0,0
C00402,8,14197,9216,4981,68,0.77,0,0
C00402,9,18935,10407,8528,74,0.83,0,0
C00402,10,15396,9260,6136,71,0.87,0,0
C00402,11,16819,11641,5178,67,0.62,0,0
C00402,12,18196,20201,-2005,49,0.79,1,1
C00403,1,133629,91259,42370,86,0.1,0,0
C00403,2,126505,85028,41477,88,0.07,0,0
C00403,3,126371,89027,37344,83,0.23,0,0
C00403,4,132118,95176,36942,82,0.22,0,0
C00403,5,128246,99527,28719,88,0.06,0,0
C00403,6,135721,100558,35163,88,0.19,0,0
C00403,7,137422,86525,50897,84,0.16,0,0
C00403,8,129810,78189,51621,88,0.07,0,0
C00403,9,126779,97983,28796,91,0.25,0,0
C00403,10,131188,70984,60204,83,0.18,0,0
C00403,11,130805,87746,43059,84,0.1,0,0
C00403,12,133573,72562,61011,85,0.22,0,0
C00404,1,127401,87483,39918,100,0.39,0,0
C00404,2,132361,91596,40765,99,0.34,0,0
C00404,3,129666,82727,46939,96,0.31,0,0
C00404,4,138613,72925,65688,100,0.2,0,0
C00404,5,133758,79535,54223,100,0.32,0,0
C00404,6,126457,105215,21242,96,0.41,0,0
C00404,7,133679,80885,52794,91,0.41,0,0
C00404,8,125851,91131,34720,95,0.22,0,0
C00404,9,137587,104134,33453,91,0.38,0,0
C00404,10,125954,98299,27655,100,0.25,0,0
C00404,11,133398,87388,46010,96,0.41,0,0
C00404,12,128989,104007,24982,100,0.26,0,0
C00405,1,130557,59853,70704,99,0.38,0,0
C00405,2,129635,67526,62109,100,0.28,0,0
C00405,3,130563,58078,72485,94,0.46,0,0
C00405,4,131191,58265,72926,96,0.35,0,0
C00405,5,139576,63512,76064,100,0.47,0,0
C00405,6,137865,60126,77739,99,0.22,0,0
C00405,7,137744,60396,77348,100,0.27,0,0
C00405,8,141951,69634,72317,97,0.41,0,0
C00405,9,140928,56353,84575,100,0.42,0,0
C00405,10,137222,67307,69915,94,0.37,0,0
C00405,11,129986,51357,78629,100,0.4,0,0
C00405,12,136233,68809,67424,94,0.32,0,0
C00406,1,137346,71304,66042,89,0.11,0,0
C00406,2,133116,78277,54839,89,0.14,0,0
C00406,3,132954,72106,60848,88,0.09,0,0
C00406,4,136906,58842,78064,96,0.17,0,0
C00406,5,130016,73924,56092,93,0.19,0,0
C00406,6,136002,137018,-1016,73,0.06,1,1
C00406,7,137015,68892,68123,93,0.13,0,0
C00406,8,139800,62693,77107,87,0.16,0,0
C00406,9,138380,55752,82628,88,0.11,0,0
C00406,10,131861,57764,74097,86,0.06,0,0
C00406,11,132172,57984,74188,93,0.21,0,0
C00406,12,127580,69298,58282,91,0.23,0,0
C00407,1,15357,18212,-2855,78,0.89,0,1
C00407,2,25380,15802,9578,77,0.54,0,0
C00407,3,17016,38723,-21707,49,0.59,1,1
C00407,4,21301,15881,5420,68,0.5,0,0
C00407,5,21396,16248,5148,71,0.74,0,0
C00407,6,14737,21622,-6885,74,0.67,0,1
C00407,7,13059,16872,-3813,70,0.7,0,1
C00407,8,13423,18823,-5400,71,0.6,0,1
C00407,9,24517,31924,-7407,48,0.47,1,1
C00407,10,19890,16686,3204,78,0.53,0,0
C00407,11,27348,19812,7536,78,0.64,0,0
C00407,12,18849,20788,-1939,71,0.82,0,1
C00408,1,2644,3192,-548,38,0.61,0,1
C00408,2,1759,3458,-1699,40,0.87,0,1
C00408,3,1720,2655,-935,45,0.78,0,1
C00408,4,3795,3255,540,39,0.59,0,0
C00408,5,3444,3286,158,42,0.67,0,0
C00408,6,2752,3359,-607,39,0.72,0,1
C00408,7,3188,2773,415,40,0.86,0,0
C00408,8,1760,5923,-4163,30,0.8,1,1
C00408,9,2563,3324,-761,43,0.57,0,1
C00408,10,2517,3222,-705,36,0.42,0,1
C00408,11,3290,2508,782,42,0.5,0,0
C00408,12,3435,3084,351,42,0.86,0,0
C00409,1,107170,79327,27843,95,0.07,0,0
C00409,2,109372,67410,41962,96,0.21,0,0
C00409,3,103068,56808,46260,96,0.2,0,0
C00409,4,105527,55476,50051,100,0.06,0,0
C00409,5,109618,59449,50169,95,0.21,0,0
C00409,6,108419,129342,-20923,89,0.11,1,1
C00409,7,106757,76362,30395,99,0.14,0,0
C00409,8,109821,56896,52925,98,0.19,0,0
C00409,9,109789,79599,30190,97,0.13,0,0
C00409,10,107751,104113,3638,70,0.21,1,0
C00409,11,104520,75660,28860,93,0.09,0,0
C00409,12,106447,61561,44886,97,0.22,0,0
C00410,1,39224,23861,15363,65,0.3,1,0
C00410,2,39608,15509,24099,84,0.49,0,0
C00410,3,40707,20051,20656,86,0.41,0,0
C00410,4,41072,16796,24276,83,0.28,0,0
C00410,5,39648,26322,13326,60,0.24,1,0
C00410,6,40342,17584,22758,76,0.39,0,0
C00410,7,39800,15929,23871,84,0.39,0,0
C00410,8,38681,20813,17868,83,0.25,0,0
C00410,9,41471,18443,23028,80,0.28,0,0
C00410,10,40144,14504,25640,84,0.43,0,0
C00410,11,42086,17329,24757,83,0.27,0,0
C00410,12,38976,21246,17730,76,0.39,0,0
C00411,1,6627,10172,-3545,56,0.61,0,1
C00411,2,7246,10429,-3183,55,0.43,0,1
C00411,3,9839,12092,-2253,53,0.66,0,1
C00411,4,12894,11114,1780,53,0.5,0,0
C00411,5,13094,12118,976,49,0.41,0,0
C00411,6,14348,13366,982,56,0.86,0,0
C00411,7,11486,10174,1312,49,0.89,0,0
C00411,8,13858,12924,934,51,0.42,0,0
